,Name,Keywords,Website,Picture,Citations,Affiliation,Research Interest,Biography,Overall Rank
30,Chia Liang Tien,"Info-Communication Technology, Interactive Digital Media, Computer Science and Engineering, Internet & Communications",['http://cemnet.ntu.edu.sg/home/asltchia/index.html'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00991/57/?filename=asltchia_1_2.JPG,5532.0,[],"['Multimedia Retrieval', 'Multimedia Web System']","Liang-Tien, Chia received his B.Sc degree in Electrical and Electronics Engineering and PhD from Loughborough University (of Technology) in 1990 and 1994 respectively. During this period, he was awarded the University Traveling Prize for his academic achievements and he was a recipient of the Overseas Research Scholarship Award. He is currently an Associate Professor in the School of Computer Engineering, Nanyang Technological University, Singapore. He was the Director, Centre for Multimedia and Network Communications from 2002-2007 and is currently Head, Division of Computer Communications. Liang-Tien, Chia’s research interests can be broadly categorized into two main areas, Internet related research with emphasis on the Semantic Web and Multimedia Understanding for Information Management through media analysis, annotation and adaptation. Related topics include multimedia storage & retrieval, multimedia processing, multimodal data fusion and multimedia adaptation/transmission.  He is involved in a number of funded research projects and he serves as a member on numerous conference program committees and reviews for some international journals and he has published over 100 referred international conference and journal papers. He was awarded the A*Star Overseas Attachment Programme and spent one month in Microsoft Research Asia. Liang-Tien, Chia is a council member of the Infocomm Technology Standards Committee and serves as the technical chairman of ITSC Plugfest 2006.  As a Singaporean, he is an active National Serviceman serving as a Signal Officer in the Singapore Armed Forces.",B
31,Lam Kwok Yan,"Computer Science and Engineering, Info-Communication Technology, Security Studies & Policy Issues, Cyber Security and Forensics, Smart Cities, Responsible Banking and Investment, Smart Nation",['https://orcid.org/0000-0001-7479-7970'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00321/57/?filename=kwokyan.lam_1_2_1v3.JPG,5473.0,[],"['Cybersecurity', 'Privacy-Preserving technologies', 'Distributing systems', 'LegalTech', 'cloud computing']","Professor Lam is the Associate Vice President (Strategy and Partnerships) and Professor in the School of Computer Science and Engineering at the Nanyang Technological University (NTU), Singapore. Professor Lam Kwok Yan is a renowned Cyber Security researcher and practitioner. Professor Lam has collaborated extensively with law-enforcement agencies, government regulators, telecommunication operators and financial institutions in various aspects of Infocomm and Cyber Security in the region. He is currently also the Executive Director of the National Centre for Research in Digital Trust (DTC), Director of the Strategic Centre for Research in Privacy-Preserving Technologies and Systems (SCRiPTS), and Director of NTU’s SPIRIT Smart Nation Research Centre. From August 2020 to August 2023, Professor Lam was also on part-time secondment to the INTERPOL as a Consultant at Cyber and New Technology Innovation. He served as the Director of the Nanyang Technopreneurship Center 2019-2022, and as Program Chair (Secure Community) of the Graduate College at NTU 2017-2019. Professor Lam has been a Professor of the Tsinghua University, PR China (2002-2010) and a faculty member of the National University of Singapore and the University of London since 1990. He was a visiting scientist at the Isaac Newton Institute of the Cambridge University and a visiting professor at the European Institute for Systems Security. In 2018, Professor Lam founded TAU Express Pte Ltd, an NTU start-up which specializes in AI and Data Analytics technologies for Smart Cities applications. TAU is a spin-off of the Intelligent Case Retrieval System project, a collaboration between NTU and the Singapore Supreme Court. In 1997, he founded PrivyLink International Ltd, a spin-off company of the National University of Singapore, specializing in e-security technologies for homeland security and financial systems. In 2012, he co-founded Soda Pte Ltd which won the Most Innovative Start Up Award at the RSA 2015 Conference. In 1998, he received the Singapore Foundation Award from the Japanese Chamber of Commerce and Industry in recognition of his R&D achievement in Information Security in Singapore.  Prof Lam received his B.Sc. (First Class Honours) from the University of London in 1987 and his Ph.D. from the University of Cambridge in 1990. His research interests include Distributed Systems, IoT Security Infrastructure and Cyber-Physical System Security, Distributed Protocols for Blockchain, Biometric Cryptography, Quantum Computing, Homeland Security and Cybersecurity. In 2020, he authored a Technical Report on the “Application of Quantum Computers for Law Enforcement and Security Communications” for a Singapore Government ministry. Professor Lam is the recipient of the 2022 Singapore Cybersecurity Hall of Fame Award.",B
32,Luo Siqiang,Computer Science and Engineering,['https://siqiangluo.com/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp01311/57/?filename=Siqiang.jpg,1348.0,[],"['database', 'graph data management', 'key-value data indexes']","Siqiang Luo is an assistant professor at the School of Computer Science and Engineering, Nanyang Technological University. He received his B.S. and M.S. degrees in computer science from Fudan University, in 2010 and 2013 respectively. He received a Ph.D. degree in computer science from the University of Hong Kong in 2019. He was a postdoc fellow at Harvard University from 2019 to 2020. His work was published in premier database, data mining and machine learning conferences, such as ACM SIGMOD, VLDB, ICDE, ICML, WWW and ACM CIKM.",A*
33,Zhang Hanwang,"Computer Science and Engineering, Electrical and Electronic Engineering, Interactive Digital Media, Language & Communication, Mathematics","['https://personal.ntu.edu.sg/hanwangzhang/', 'https://orcid.org/0000-0001-7374-8739']",https://dr.ntu.edu.sg/cris/rp/fileservice/rp01149/57/?filename=Asst Prof Zhang Hanwang.JPG,22030.0,[],"['Computer Vision', 'Causality', 'Machine Learning', 'Multimedia']","Hanwang Zhang is an Assistant Professor at Nanyang Technological University, Singapore. He was a research scientist at the Department of Computer Science, Columbia University, USA and a senior research fellow at the School of Computing, National University of Singapore, Singapore. He has received the B.Eng (Hons.) degree in computer science from Zhejiang University, Hangzhou, China, in 2009, and the Ph.D. degree in computer science from the National University of Singapore in 2014. His research interest includes computer vision, multimedia, and social media. Dr. Zhang is the recipient of the Best Demo runner-up award in ACM MM 2012, the Best Student Paper award in ACM MM 2013, and the Best Paper Honorable Mention in ACM SIGIR 2016. He is also the winner of Best Ph.D. Thesis Award of School of Computing, National University of Singapore, 2014.",A*
34,Wang Wenya,Computer Science and Engineering,['https://personal.ntu.edu.sg/wangwy/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp01685/57/?filename=profile_prof.jpeg,1110.0,[],"['Deep Learning', 'Knowledge Reasoning', 'Natural Language Processing', 'Sentiment Analysis']","Dr Wang Wenya is an Assistant Professor at the School of Computer Science and Engineering, NTU. Prior to joining NTU, she was a Postdoc (under the International Postdoctoral Fellowship) at the Allen School's NLP group from University of Washington, working with Noah Smith and Hanna Hajishirzi. Before that, she has been awarded the ""Lee Kuan Yew Postdoctoral Fellowship"" in 2019. She received her PhD degree from the School of Computer Science and Engineering, NTU, supervised by Sinno Jialin Pan, and the BSc degree from the School of Mathematical Sciences, NTU. She also worked as a Machine Learning Research Associate in SAP Research and Innovation. Her research interests lie in reasoning for Natural Language Processing (or multimodal learning), including symbolic (logic) reasoning, commonsense reasoning, knowledge integration, and robustness or generalizability of generative AI.",A*
35,Loke Yuan Ren,"Computer Science and Engineering, Electrical and Electronic Engineering, Interactive Digital Media, Machines & Systems, Mathematics, Machine-Person Interoperability",['https://personal.ntu.edu.sg/yrloke/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00585/57/?filename=Dr Loke Yuan Ren.JPG,18.0,[],"['Machine Learning', 'Computer Vision']","Dr. Yuan Ren Loke received his B.Eng. degree and Ph.D. degree in electrical engineering from the National University of Singapore in 2005 and 2013, respectively. Prior to joining NTU, he was an instructor with responsibility for lab demonstrator, tutor and final year project supervisor at National University of Singapore. Aside from development of several undergraduate course materials and teaching courses on embedded system design, digital electronic, microcontroller programming and engineering mathematics, he has been working on the development of vision based collision avoidance system from unmanned aerial vehicles, text detection and recognition in the wild. His research interests focus on computer vision, image processing, machine learning, and embedded computer vision system. He is currently a Lecturer with the School of Computer Science and Engineering, Nanyang Technological University in Singapore. Concurrently, he is also appointed as CSC Part-time Programme Coordinator. He is a member of IEEE.",A
36,Chen Change Loy,Computer Science and Engineering,['https://personal.ntu.edu.sg/ccloy'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00574/57/?filename=ccloy_1_2.JPG,61986.0,"['Nanyang Technological University, Singapore']","['Computer Vision', 'Image Processing', 'Machine Learning']","Chen Change Loy is a Professor with the School of Computer Science and Engineering, Nanyang Technological University, Singapore. He received his PhD (2010) in Computer Science from the Queen Mary University of London. Prior to joining NTU, he served as a Research Assistant Professor at the MMLab of the Chinese University of Hong Kong, from 2013 to 2018.  He was a postdoctoral researcher at Queen Mary University of London and Vision Semantics Limited (acquired by Veritone), from 2010 to 2013. His research interests include computer vision and deep learning with a focus on image/video restoration and enhancement, generative tasks, and representation learning. He and his research group pioneer the research in face detection, face alignment, and image super-resolution by deep learning. His journal paper on image super-resolution was selected as the `Most Popular Article' by IEEE Transactions on Pattern Analysis and Machine Intelligence in 2016. It remains as one of the top 10 non-survey articles to date.He is recognized as one of the 100 most influential scholars in computer vision from 2020 to 2023 by AMiner. He received the Nanyang Associate Professorship Award in 2019. He was selected as the outstanding reviewer of ACCV 2014, BMVC 2017, and CVPR 2017.He serves as an Associate Editor of the Computer Vision and Image Understanding (CVIU), International Journal of Computer Vision (IJCV) and IEEE Transactions on Pattern Analysis and Machine Intelligence (TPAMI). He also serves/served as the Area Chair of top conferences such as ICCV, CVPR, ECCV, and NeurIPS. He has co-organized several workshops and challenges at major computer vision conferences. He is a senior member of IEEE.Check out MMLab@NTU.",A*
37,Li Yi,Computer Science and Engineering,['https://personal.ntu.edu.sg/yi_li/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00572/57/?filename=liyi-white.jpg,3126.0,"['Nanyang Technological University, Singapore', 'University of Toronto, Department of Computer Science, Canada']","['Eco-friendly insulating gas', 'Gas sensors', 'Self-powered sensors', 'High voltage engineering', 'Energy']","Dr. Li Yi is an assistant professor at the School of Computer Science and Engineering of the Nanyang Technological University. He received both his PhD and MSc degrees in Computer Science from the University of Toronto, and his BComp degree from the National University of Singapore.Dr. Li's recent works have won three ACM SIGSOFT Distinguished Paper Awards at ISSTA'22 and ASE'15, and two Best Artifact Awards at FSE'21 and ICSME'20, respectively. Dr. Li served as the PC Co-Chair of ICECCS'20, SEAIS'22, and ICFEM'19 Doctoral Symposium. He also served as the Diversity, Inclusion and Hybridization Co-Chair of FSE'22, Web Chair of ISSTA'20, and Program Committee member of major software engineering, formal methods, and distributed computing conferences including ICSE, FSE, ASE, FM, FASE, ICFEM, and ICDCS.",A
38,Vidya Sudarshan,,,https://dr.ntu.edu.sg/cris/rp/fileservice/rp01361/57/?filename=Vidya photo.jpg,3296.0,[],[],"Vidya Sudarshan is a Lecturer at School of Computer Science and Engineering (SCSE) in Nanyang Technological University (NTU). She received her PhD from Nanyang Technological University (NTU), Singapore and has more than 15+ years of research and teaching experience. Her main research expertise is in medical data mining, time series prediction, image and bio-signal processing, deep learning, Intelligent systems and AI applications. She has published more than 40 research papers in high impact factor journals.",B
39,Zhang Tianwei,Computer Science and Engineering,['https://personal.ntu.edu.sg/tianwei.zhang/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00562/57/?filename=Asst Prof Zhang Tianwei.JPG,2630.0,"['Nanyang Technological University, School of Computer Science and Engineering, Singapore', 'Princeton University, NJ, USA', 'Peking University, Beijing, China']",['Computer System Security'],"Dr. Tianwei Zhang received his Bachelor’s degree in physics at Peking University, in 2011, and the Ph.D degree in Electrical Engineering at Princeton University in 2017. He worked at Amazon as a software engineer from 2017 to 2019. He joined Nanyang Technological University as an assistant professor in 2019. He has published papers in top-tier architecture and security conferences and journals. He has served on the Program Committee of many conferences, and reviewers of journals.",A
40,He Ying,Computer Science and Engineering,['https://personal.ntu.edu.sg/yhe'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00503/57/?filename=Assoc Prof He Ying.png,5217.0,"['Nanyang Technological University, School of Computer Science and Engineering, Singagore']","['Geometric modeling', 'computer graphics', '3D deep learning']","Prof He has been in the School of Computer Engineering since June 2006. He received his Bachelor and Master degrees in Electrical Engineering from Tsinghua University, Master and Ph.D. degrees in Computer Science from Stony Brook University. His research interests fall into the general areas of visual computing and he is particularly interested in the problems which require geometric analysis and computation. He is an Associate Editor of Journal of Computational Visual Media (Springer) and Computer Graphics Forum (Wiley). He regularly serves on the Technical Program Committee for major research conferences in geometric modeling and computer graphics.",A
41,Dusit Niyato,"Computer Science and Engineering, Electrical and Electronic Engineering, Computer Networks and Communications","['http://www3.ntu.edu.sg/home/dniyato', 'https://orcid.org/0000-0002-7442-7416']",https://dr.ntu.edu.sg/cris/rp/fileservice/rp01008/57/?filename=Prof Dusit Niyato_3_1_2.jpg,65443.0,"['ดุสิต นิยะโต', 'Nanyang Technological University, Singapore', 'University of Manitoba, Winnipeg, MB, Canada', ""King Mongkut's Institute of Technology, Bangkok, Thailand""]",['ดุสิต นิยะโต - เต๋า'],"Prof Dusit Niyato is currently in the School of Computer Engineering since July 2008. He received his Bachelor degree in Computer Engineering from King Mongkut's Institute of Technology Ladkrabang, Thailand, Master and Ph.D. degrees from the University of Manitoba in 2005 and 2008, respectively.  His research interests include Wireless Communications, and Networking. He has done significant research work his research areas and published over 60 top quality international conference and journal papers.",B
42,Luo Jun,"Computer Networks and Communications, Computer Vision and Sensing, Hardware and Embedded Systems, Internet of Things",['https://personal.ntu.edu.sg/junluo/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp01107/57/?filename=junluo_1_2.JPG,9526.0,"['Nanyang Technological University, School of Computer Science and Engineering, Singapore']","['Mobile and Pervasive Computing', 'Deep Learning and Computer Vision', 'Security and Privacy.']","Dr. Jun Luo has been working on wireless sensing, deep learning, and computing system integration for more than two decades and has established a solid foundation on all these topics. Building upon this foundation, his research team has made contributions on mobile/ pervasive computing and smart sensing technologies, by leading several national research projects and corporate labs, aiming to transfer the research outcomes to practical applications. In the meantime, Dr. Luo and his team have kept publishing at relevant venues such as IEEE and ACM top conferences and journals, including MobiCom, CVPR, SenSys, INFOCOM, UbiComp, ToN, and TMC. With only 130+ publications, he has earned over 8300 Google Scholar citations, with two top-cited papers both bearing more than 1,000 of them.",A
43,Zhang Jie,"Computational Intelligence, Artificial and Augmented Intelligence, Artificial Intelligence, Machine Learning, User Modeling, Trust and Preference",['https://personal.ntu.edu.sg/zhangj/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00759/57/?filename=3-1.jpg,12137.0,"['Nanyang Technological University, School of Computer Engineering, Singapore', 'University of Waterloo, Cheriton School of Computer Science, ON, Canada']","['Artificial Intelligence', 'Machine Learning', 'User Modeling', 'Learning to Optimize']","Jie Zhang is a Professor of the School of Computer Science and Engineering at NTU Singapore, leading the Computational Intelligence Group. He obtained Ph.D. in Cheriton School of Computer Science from University of Waterloo and was the recipient of Alumni Gold Medal in 2009. Then he joined NTU as an Assistant Professor and was promoted to Associate Professor in 2015. From 2017-2018, he was appointed as Tan Chin Tuan Exchange Fellowship, New York University. He was also an Adjunct Fellow, Singapore Institute of Manufacturing Technology (SIMTech), A*STAR, from 2020-2021. His papers have been published by top journals and conferences and won several best paper awards. Jie Zhang is also active in serving research communities.",A
44,Cong Gao,"Artificial and Augmented Intelligence, Computer Science and Engineering, Smart Cities, Sociology, Disruptive Technology and Materials, Smart Nation, Social Physics, Data Science, Data Management, Data Mining",['https://personal.ntu.edu.sg/gaocong/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00744/57/?filename=Prof Cong Gao.JPG,17488.0,"['丛高', 'Nanyang Technological University, Singapore', 'Aalborg University, Department of Computer Science, Denmark', 'Microsoft Research Asia', 'University of Edinburgh, School of Informatics, UK', 'National University of Singapore, Department of Computer Science']","['Data Management', 'Databases', 'Data Mining', 'Spatial Databases']","Gao Cong is currently a Professor with School of Computer Science and Engineering in Nanyang Technological University (NTU), and a co-director for Singtel Cognitive and Artificial Intelligence Lab for Enterprises@NTU (SCALE@NTU). Before joining NTU, he was an Assistant Professor in Aalborg University, Denmark. Before that, he worked as a researcher at Microsoft Research Asia. From 2004 to 2006, he worked as a postdoc in University of Edinburgh. He received his Ph.D. in Computer Science from National University of Singapore in 2004. His general research interests are in Data Science. In particular, his research focuses on geospatial data management, spatio-temporal data mining, recommendation, and mining social media data. He has published in prestigious journals (e.g., VLDB Journal, TODS, TKDE) and conferences (e.g., VLDB, SIGMOD, ICDE, KDD, WSDM, SIGIR, WWW). His citation in Google Scholar was over 14000 with H-index 61. He served as a PC co-chair for ICDE’2022, an associate chair of KDD’21, a PC co-chair for E&A track of VLDB 2014, and a PC vice-Chair for ICDE’18. He is an associate editor for ACM Transactions on Database Systems (TODS) and the vice Chair of ACM KDD Singapore chapter.",A*
45,Anwitaman Datta,"Computer Science and Engineering, Parallel and Distributed Computing",['https://personal.ntu.edu.sg/anwitaman/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00706/57/?filename=anwitaman-pic.jpg,8030.0,"['Nanyang Technological University, Singapore', 'Swiss Federal Institute of Technology in Lausanne, Switzerland']","['distributed systems', 'socio-technological systems']","Anwitaman is an Associate Professor in the School of Computer Science and Engineering at NTU Singapore. He currently teaches courses on Developing Data Products, Security Management and Distributed Systems. Additionally, he serves as a Senior Scientific Officer in a consulting role with QPQ.IO.He did his undergraduate studies at IIT Kanpur, India, and his doctoral dissertation at EPFL Switzerland. During 2014-2018 he was a non-executive director of Qiv Storage Pte Ltd (which he had co-founded).",A
46,Kwoh Chee Keong,"Biomedical Sciences & Life Sciences, Computer Science and Engineering, Interface of Biology & Engineering (Engineering in Biology), Mathematics, Systems and Engineering Management",['https://personal.ntu.edu.sg/asckkwoh'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00799/57/?filename=asckkwoh_1_2.JPG,8630.0,"['Nanyang Technological University, School of Computer Engineering, Singapore', 'University of London, Imperial College of Science, Technology and Medicine, UK']","['Data Analytics', 'Data mining', 'Bioinformatics']","Dr.  Kwoh Chee Keong is currently in the School of Computer Engineering since 1993. He received his Bachelor degree in Electrical Engineering (1st Class) and Master in Industrial System Engineering from the National University of Singapore in 1987 and 1991 respectively. He received his Ph.D. degrees from the Imperial College, University of London in 1995. His research interests include Data Mining and Soft Computing and Graph-Based inference; applications areas include Bioinformatics and Biomedical Engineering. He has done significant research work his research areas and published over 90 quality international conferences and over 30 journal papers. He has been often invited as a organizing member or referee and reviewer for a number of premier conferences and journals, including GIW, IEEE BIBM, RECOMB, PRIB etc. Dr. Kwoh is a member of The Institution of Engineers Singapore, Association for Medical and Bio-Informatics, Imperial College Alumni Association of Singapore (ICAAS).  He has provided many service to professional bodies, and the Singapore and was conferred the Public Service Medal, the President of Singapore in 2008.",B
47,Alexei Sourin,"Computer Science and Engineering, Interactive Digital Media, Graphics and Interactive Computing, Smart Cities, Disruptive Technology and Materials, EdTech & Science Communication, Medical Technology, Smart Nation, Urban Planning and Human Centered Design","['http://www3.ntu.edu.sg/home/assourin/', 'https://orcid.org/0000-0003-4051-2927']",https://dr.ntu.edu.sg/cris/rp/fileservice/rp00274/57/?filename=Assoc Prof Alexei Sourin.JPG,2927.0,[],"['Solid modeling', 'Haptics', 'Virtual reality']","Dr. Alexei Sourin was born in Moscow and received his M.Eng. and Ph.D. degrees in computer graphics from the Moscow Engineering Physics Institute, Russia (MEPhI) in 1983 and 1988, respectively. From 1983 to 1993 he was a researcher at MEPhI where he worked on different scientific visualization and computer animation projects. Since 1993 he held faculty positions at Nanyang Technological University (NTU) in Singapore, except a period from 1999 to 2000 when he was Associate Professor at Moscow Institute of Physics and Technology (MIPT). Currently he is a tenured Associate Professor with the School of Computer Science and Engineering at NTU. His research interests are in shape modeling, multi-modal interaction, music visualization, and automated visual inspection in manufacturing. Dr. Sourin published over 230 referred research papers and was invited to give talks to many scientific events. Dr. Sourin is also one of the pioneers of electronic education in Singapore. From 2012 to 2018, he was a Chair of the IFIP WG5.10 Computer Graphics and Virtual Worlds. Dr. Sourin is a Senior Member of IEEE and a member of ACM SIGGRAPH. He is an associate editor of several international journals including The Visual Computer (Springer) and Transactions on Computational Science (Springer). He was on the program committees of over 120 international conferences. He is a coordinator of the International Conferences on Cyberworlds for which he was also General and Program Chair in many years.",C
48,Wen Yonggang,"Computer Science and Engineering, Internet & Communications, Info-Communication Technology",['https://personal.ntu.edu.sg/ygwen/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp01090/57/?filename=WechatIMG154.png,17855.0,"['Nanyang Technological University, Singapore', 'Massachusetts Institute of Technology, Cambridge, MA, USA']","['Data Center', 'Multimedia Systems']","Yonggang Wen is an IEEE Fellow and the Professor of Computer Science & Engineering at the School of Computer Science and Engineering (SCSE) of Nanyang Technological University, Singapore. He also serves as the Associate Dean (Research) at the College of Engineering(CoE). He received his PhD degree in Electrical Engineering and Computer Science (minor in Western Literature) from Massachusetts Institute of Technology (MIT), Cambridge, USA, in 2008. Dr. Wen has published over 200 papers in top journals and prestigious conferences. His work in Multi-Screen Cloud Social TV has been featured by global media (more than 1600 news articles from over 29 countries) and received ASEAN ICT Award 2013 (Gold Medal). His work on Cloud3DView, as the only academia entry, has won the Data Centre Dynamics Awards 2015 – APAC, and 2016 ASEAN ICT Awards (Gold Medal).  His research on applying AI for optimizing and automating data center operations and management (O&M), Project DCWiz, has been deployed by Alibaba to support its Cyber Sales Day in 2018 and won 2020 IEEE TCCPS Industrial Technical Excellence Award. He received 2016 Nanyang Award for Innovation and Entrepreneurship. He is a co-recipient of 2019 IEEE TCSVT Best Paper Award and 2015 IEEE Multimedia Best Paper Award, and a co-recipient of Best Paper Awards at IEEE Globecom 2016, EAI/ICST Chinacom 2015, IEEE WCSP 2014, IEEE Globecom 2013 and IEEE EUC 2012.He serves on editorial boards for multiple prestigious journals, including IEEE Wireless Communications, IEEE Communications Survey & Tutorials, IEEE Transactions on Multimedia, IEEE Transactions on Signal and Information Processing over Networks,  IEEE Access Journal and Elsevier Ad Hoc Networks, and was elected as the Chair for IEEE ComSoc Multimedia Communication Technical Committee (2014-2016). His research focuses on large-scale networked computer systems with applications to artificial intelligence, big data, cloud computing, and machine learning.",A
49,Owen Noel Newton Fernando,"Computer Science and Engineering, Interactive Digital Media, Art, Design and Media, Info-Communication Technology, Graphics and Interactive Computing",['https://personal.ntu.edu.sg/ofernando'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00400/57/?filename=Dr Owen Noel Newton Fernando.JPG,1394.0,[],"['Entertainment & mobile computing', 'augmented & mixed reality', 'multimodal interfaces and human-computer …']","Dr. Fernando is a Senior Lecturer at the School of Computer Engineering at the Nanyang Technological University, Singapore. His research interests involve Crowdsourcing & Social Computing, Mobile Augmented Reality, Multimodal interfaces & interactive systems, and Human-Computer Interaction. He has published his works in highly competitive Journals (MIT Press’ journal “Presence,” Oxford Press’ journal “Interacting with Computers,” and “IEEE Trans. Syst. Man and Cybern.”) and prestigious conferences (ACM DIS, ACM CSCW, IEEE ISMAR, and ACM SIGGRAPH). His research was received several international awards, including awards from Laval Virtual Revolution and Nokia UbiMedia MindTrek. Dr. Fernando has been the recipient of the Japanese Government (MEXT: Monbukagakusho) Scholarship. Currently he serves as Associate Editor for Entertainment Computing (Elsevier) and has previously served as guest editor of the AHCI journal and Associate Editor for ACM CiE: Computers in Entertainment.",A
50,Smitha K G,"Computer Science and Engineering, Electrical and Electronic Engineering, Machines & Systems, Microelectronics & Applications, Brain Machine Interface",['https://personal.ntu.edu.sg/smitha/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00612/57/?filename=IMG_0043.jpg,779.0,[],"['Circuits and Systems in Signal Processing', 'Computer Arithmetic', 'Cognitive radios.']","Dr. Smitha, is a Senior Lecturer at School of Computer Science and Engineering (SCSE) in Nanyang Technological University (NTU).Her main research interests are in the areas of low complexity and high speed DSP circuits computer arithmetic, cognitive radio and signal processing for brain-computer interface.",B
51,Deepu Rajan,"Computer Science and Engineering, Electrical and Electronic Engineering, Info-Communication Technology, Interactive Digital Media, Electrical and Electronic Engineering, Info-Communication Technology, Interactive Digital Media",,https://dr.ntu.edu.sg/cris/rp/fileservice/rp01157/57/?filename=asdrajan_1_2.JPG,4699.0,[],"['Image Processing', 'Computer Vision']","Deepu Rajan received the BE degree in Electronics and Communication Engineering from Birla Institute of Technology, Ranchi, the MS degree in Electrical Engineering from Clemson University and the PhD degree from Indian Institute of Technology, Bombay. From April 1992 until May 2002, he was a lecturer in the Department of Electronics at Cochin University of Science and Technology, India. Since June 2002, he has been Assistant Professor in the School of Computer Engineering at Nanyang Technological University, Singapore. His research interests include image and video processing, computer vision and multimedia signal processing.",A
52,Bo An,"Computational Intelligence, Information Sciences and Systems, Robotics and Intelligent Systems, Smart Cities, Artificial and Augmented Intelligence, Economics, Smart Cities, Digital Economy, Smart Nation, Technoethics",['https://personal.ntu.edu.sg/boan/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00698/57/?filename=Assoc Prof Bo An.JPG,6886.0,"['Nanyang Technological University, Singapore']","['Artificial intelligence', 'multi-agent systems', 'game theory', 'reinforcement learning', 'optimization']","Bo An is a Professor in Computer Science and Engineering, and Co-Director of Artificial Intelligence Research Institute (AI.R) at Nanyang Technological University, Singapore. He received the Ph.D degree in Computer Science from the University of Massachusetts, Amherst. His current research interests include artificial intelligence, multiagent systems, computational game theory, reinforcement learning, and optimization. His research results have been successfully applied to many domains including infrastructure security and e-commerce. He has published over 100 referred papers at AAMAS, IJCAI, AAAI, ICAPS, KDD, UAI, EC, WWW, ICLR, NeurIPS, ICML, JAAMAS, AIJ and ACM/IEEE Transactions. Dr. An was the recipient of the 2010 IFAAMAS Victor Lesser Distinguished Dissertation Award, an Operational Excellence Award from the Commander, First Coast Guard District of the United States, the 2012 INFORMS Daniel H. Wagner Prize for Excellence in Operations Research Practice, and 2018 Nanyang Research Award (Young Investigator). His publications won the Best Innovative Application Paper Award at AAMAS’12, the Innovative Application Award at IAAI’16, and the best paper award at DAI’20. He was invited to give Early Career Spotlight talk at IJCAI’17. He led the team HogRider which won the 2017 Microsoft Collaborative AI Challenge. He was named to IEEE Intelligent Systems' ""AI's 10 to Watch"" list for 2018. He is PC Co-Chair of AAMAS’20 and will be General Co-Chair of AAMAS’23. He is a member of the editorial board of JAIR and is the Associate Editor of AIJ, JAAMAS, IEEE Intelligent Systems, ACM TAAS, and ACM TIST. He was elected to the board of directors of IFAAMAS, senior member of AAAI, and Distinguished member of ACM. You can find more information at https://personal.ntu.edu.sg/boan",A*
53,Arvind Easwaran,"Computer Science and Engineering, Computing Hardware and Architecture","['https://cps-research-group.github.io/', 'https://orcid.org/0000-0002-9628-3847']",https://dr.ntu.edu.sg/cris/rp/fileservice/rp00687/57/?filename=Assoc Prof Arvind Easwaran.JPG,2797.0,['Nanyang Technological University'],"['Real-Time Systems', 'Cyber-Physical Systems', 'Embedded Systems']","Arvind Easwaran is an Associate Professor in the School of Computer Science and Engineering at Nanyang Technological University (NTU), Singapore. He received a PhD degree in Computer and Information Science from the University of Pennsylvania, USA, in 2008. Prior to joining NTU in 2013, he has been an Invited Research Scientist at the Polytechnic Institute of Porto, Portugal, between 2009 and 2010, and a Research & Development Scientist at Honeywell Aerospace, USA, between 2010 and 2012. In NTU, he is leading (has led) several research projects including real-time scheduling theory for mixed-criticality systems, model-in-the-loop intelligent framework for smart manufacturing, real-time optimisation for building energy systems, and assured safety architectures for learning-enabled cyber-physical systems. He was a ACM Distinguished Speaker between 2018-2020, a Cluster Director in the Future Mobility Solutions research programme at the Energy Research Institute @ NTU, and a recipient of the Nanyang Education Award (School) in 2020.",B
